filename,path,size_kb,referenced_in
"BW Piano (1).jpg","/images/BW Piano (1).jpg",186,"src/app/(website-pages)/better-practice/page.tsx;"
"Biomechanical Impact on Small Hands copy.png","/images/Biomechanical Impact on Small Hands copy.png",461,"src/app/(website-pages)/how-it-works/page.tsx;src/app/(website-pages)/intro-offer2/page.tsx;src/components/how-it-works/science-section.tsx;"
"Biomechanical Impact on Small Hands.png","/images/Biomechanical Impact on Small Hands.png",450,"src/components/extended-offer/hand-comparison-section.tsx;"
"Biomechanical Impact.jpeg","/images/Biomechanical Impact.jpeg",267,"src/actions/faq-data.ts;"
"DS Logo Registered 1200-Recovered.jpg","/images/DS Logo Registered 1200-Recovered.jpg",114,"src/app/(website-pages)/about-us/ds-standard/content.tsx;"
"DS5.5-White-p-1080.png","/images/DS5.5-White-p-1080.png",90,"src/app/(website-pages)/landing-page-1/page.tsx;src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-1600.png","/images/DS5.5-White-p-1600.png",190,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-2000.png","/images/DS5.5-White-p-2000.png",289,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-2600.png","/images/DS5.5-White-p-2600.png",487,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-3200.png","/images/DS5.5-White-p-3200.png",726,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-500.png","/images/DS5.5-White-p-500.png",24,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-White-p-800.png","/images/DS5.5-White-p-800.png",54,"src/app/(website-pages)/old-homepage/page.tsx;src/components/how-it-works/hero-section.tsx;"
"DS5.5-White.png","/images/DS5.5-White.png",3039,"src/app/(website-pages)/old-customize/OldCustomizeClient.tsx;src/app/(website-pages)/old-homepage/page.tsx;src/app/(website-pages)/customize/CustomizeClient.backup.tsx;"
"DS5.5-white_1-p-1080.png","/images/DS5.5-white_1-p-1080.png",70,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-1600.png","/images/DS5.5-white_1-p-1600.png",145,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-2000.png","/images/DS5.5-white_1-p-2000.png",222,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-2600.png","/images/DS5.5-white_1-p-2600.png",378,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-3200.png","/images/DS5.5-white_1-p-3200.png",551,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-500.png","/images/DS5.5-white_1-p-500.png",19,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1-p-800.png","/images/DS5.5-white_1-p-800.png",42,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS5.5-white_1.png","/images/DS5.5-white_1.png",2338,"src/app/(website-pages)/checkout/page.tsx;src/app/(website-pages)/old-customize/OldCustomizeClient.tsx;src/app/(website-pages)/old-homepage/page.tsx;src/app/(website-pages)/customize/CustomizeClient.tsx;src/app/(website-pages)/customize/CustomizeClient.backup.tsx;"
"DS6.0-Black-1-p-1080.png","/images/DS6.0-Black-1-p-1080.png",88,"src/app/(website-pages)/landing-page-1/page.tsx;src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-1600.png","/images/DS6.0-Black-1-p-1600.png",184,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-2000.png","/images/DS6.0-Black-1-p-2000.png",283,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-2600.png","/images/DS6.0-Black-1-p-2600.png",460,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-3200.png","/images/DS6.0-Black-1-p-3200.png",676,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-500.png","/images/DS6.0-Black-1-p-500.png",25,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-1-p-800.png","/images/DS6.0-Black-1-p-800.png",55,"src/app/(website-pages)/old-homepage/page.tsx;src/components/how-it-works/hero-section.tsx;"
"DS6.0-Black-1.png","/images/DS6.0-Black-1.png",2986,"src/app/(website-pages)/checkout-pages/buy-product/page.tsx;src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-2-p-1080.png","/images/DS6.0-Black-2-p-1080.png",106,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-2-p-500.png","/images/DS6.0-Black-2-p-500.png",26,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-2-p-800.png","/images/DS6.0-Black-2-p-800.png",61,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.0-Black-2.png","/images/DS6.0-Black-2.png",209,"src/app/(website-pages)/old-homepage/page.tsx;src/components/premium-offer/size-visual-section.tsx;src/components/extended-offer/size-visual-section.tsx;"
"DS6.0-Black-transparent v2.png","/images/DS6.0-Black-transparent v2.png",211,"src/app/(website-pages)/checkout/page.tsx;src/app/(website-pages)/intro-offer2/page.tsx;src/app/(website-pages)/old-customize/OldCustomizeClient.tsx;src/app/(website-pages)/customize/CustomizeClient.tsx;src/app/(website-pages)/customize/CustomizeClient.backup.tsx;"
"DS6.5-Black-p-1080.png","/images/DS6.5-Black-p-1080.png",70,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-1600.png","/images/DS6.5-Black-p-1600.png",142,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-2000.png","/images/DS6.5-Black-p-2000.png",219,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-2600.png","/images/DS6.5-Black-p-2600.png",366,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-3200.png","/images/DS6.5-Black-p-3200.png",559,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-500.png","/images/DS6.5-Black-p-500.png",18,"src/app/(website-pages)/old-homepage/page.tsx;"
"DS6.5-Black-p-800.png","/images/DS6.5-Black-p-800.png",42,"src/app/(website-pages)/old-homepage/page.tsx;src/components/how-it-works/hero-section.tsx;"
